system:index,luas_gain_ha,luas_kabupaten_ha,luas_loss_ha,luas_tetap_vegetasi_ha,luas_vegetasi_2024_ha,luas_vegetasi_2025_ha,net_change_ha,objek_target,periode,persentase_perubahan,persentase_vegetasi_2024,persentase_vegetasi_2025,resolusi_perhitungan_m,wilayah,.geo
0,92064.36115245512,2986767.105339444,80790.96589894594,2546092.3494018116,2626883.3153007533,2638156.71055427,11273.395253516734,Vegetasi,2024-2025,0.42915477774946525,87.95072473527226,88.32816947253896,10,Kabupaten Ketapang,"{""type"":""MultiPoint"",""coordinates"":[]}"
